"principalsalesrep","customersoldto","customershipto","salesrepid"
"E101","0030070570","0070090977","wsliew"
"E101","0030070570","0070090977","yfuchan"
"E101","0030070570","0070090977","yvchong"
"E109","0030070570","0070090977","adwong"
"E109","0030070570","0070090977","ayeoh"
"E109","0030070570","0070090977","aysuhendra"
"E109","0030070570","0070090977","benedicts"
"E109","0030070570","0070090977","ckchia"
"E109","0030070570","0070090977","ing"
"E109","0030070570","0070090977","jnardo"
"E109","0030070570","0070090977","jnto"
"E109","0030070570","0070090977","jsteoh"
"E109","0030070570","0070090977","khwang"
"E109","0030070570","0070090977","mcting"
"E109","0030070570","0070090977","nchew"
"E109","0030070570","0070090977","nfoo"
"E109","0030070570","0070090977","nimnordin"
"E109","0030070570","0070090977","pelng"
"E109","0030070570","0070090977","raclee"
"E109","0030070570","0070090977","sctan"
"E109","0030070570","0070090977","senhong"
"E109","0030070570","0070090977","stcheah"
"E109","0030070570","0070090977","wkhoo"
"E109","0030070570","0070090977","wltang"
"E109","0030070570","0070090977","wmteng"
"E109","0030070570","0070090977","wsliew"
"E109","0030070570","0070090977","yfuchan"
"E141","0030070570","0070090977","adwong"
"E141","0030070570","0070090977","aysuhendra"
"E141","0030070570","0070090977","chquay"
"E141","0030070570","0070090977","ckchia"
"E141","0030070570","0070090977","jnardo"
"E141","0030070570","0070090977","jnto"
"E141","0030070570","0070090977","jsteoh"
"E141","0030070570","0070090977","khwang"
"E141","0030070570","0070090977","kyap"
"E141","0030070570","0070090977","mcting"
"E141","0030070570","0070090977","nfoo"
"E141","0030070570","0070090977","nimnordin"
"E141","0030070570","0070090977","pelng"
"E141","0030070570","0070090977","raclee"
"E141","0030070570","0070090977","sctan"
"E141","0030070570","0070090977","stcheah"
"E141","0030070570","0070090977","wkhoo"
"E141","0030070570","0070090977","wmteng"
"E141","0030070570","0070090977","yfuchan"
"E151","0030070570","0070090977","adwong"
"E151","0030070570","0070090977","aysuhendra"
"E151","0030070570","0070090977","chquay"
"E151","0030070570","0070090977","ckchia"
"E151","0030070570","0070090977","jnardo"
"E151","0030070570","0070090977","jnto"
"E151","0030070570","0070090977","jsteoh"
"E151","0030070570","0070090977","khwang"
"E151","0030070570","0070090977","mcting"
"E151","0030070570","0070090977","nfoo"
"E151","0030070570","0070090977","nimnordin"
"E151","0030070570","0070090977","pelng"
"E151","0030070570","0070090977","raclee"
"E151","0030070570","0070090977","sctan"
"E151","0030070570","0070090977","stcheah"
"E151","0030070570","0070090977","wkhoo"
"E151","0030070570","0070090977","wmteng"
"E151","0030070570","0070090977","yfuchan"
"E202","0030070570","0070090977","adlee"
"E202","0030070570","0070090977","adwong"
"E202","0030070570","0070090977","aysuhendra"
"E202","0030070570","0070090977","chquay"
"E202","0030070570","0070090977","ckchia"
"E202","0030070570","0070090977","jnardo"
"E202","0030070570","0070090977","jnto"
"E202","0030070570","0070090977","jsteoh"
"E202","0030070570","0070090977","khwang"
"E202","0030070570","0070090977","mcting"
"E202","0030070570","0070090977","mychin"
"E202","0030070570","0070090977","nfoo"
"E202","0030070570","0070090977","nimnordin"
"E202","0030070570","0070090977","pelng"
"E202","0030070570","0070090977","raclee"
"E202","0030070570","0070090977","sctan"
"E202","0030070570","0070090977","stcheah"
"E202","0030070570","0070090977","wkhoo"
"E202","0030070570","0070090977","wmteng"
"E202","0030070570","0070090977","yfuchan"
"E401","0030070570","0070090977","adwong"
"E401","0030070570","0070090977","aysuhendra"
"E401","0030070570","0070090977","chquay"
"E401","0030070570","0070090977","ckchia"
"E401","0030070570","0070090977","ckelee"
"E401","0030070570","0070090977","jnardo"
"E401","0030070570","0070090977","jnto"
"E401","0030070570","0070090977","jsteoh"
"E401","0030070570","0070090977","khwang"
"E401","0030070570","0070090977","mcting"
"E401","0030070570","0070090977","nfoo"
"E401","0030070570","0070090977","nimnordin"
"E401","0030070570","0070090977","pelng"
"E401","0030070570","0070090977","raclee"
"E401","0030070570","0070090977","sctan"
"E401","0030070570","0070090977","stcheah"
"E401","0030070570","0070090977","wkhoo"
"E401","0030070570","0070090977","wmteng"
"E401","0030070570","0070090977","ychin"
"E401","0030070570","0070090977","yfuchan"
"E507","0030070570","0070090977","adwong"
"E507","0030070570","0070090977","aysuhendra"
"E507","0030070570","0070090977","chquay"
"E507","0030070570","0070090977","ckchia"
"E507","0030070570","0070090977","jhkhoo"
"E507","0030070570","0070090977","jnardo"
"E507","0030070570","0070090977","jnto"
"E507","0030070570","0070090977","jsteoh"
"E507","0030070570","0070090977","khwang"
"E507","0030070570","0070090977","ktkang"
"E507","0030070570","0070090977","mcting"
"E507","0030070570","0070090977","nfoo"
"E507","0030070570","0070090977","nimnordin"
"E507","0030070570","0070090977","pelng"
"E507","0030070570","0070090977","raclee"
"E507","0030070570","0070090977","sctan"
"E507","0030070570","0070090977","stcheah"
"E507","0030070570","0070090977","wkhoo"
"E507","0030070570","0070090977","wmteng"
"E507","0030070570","0070090977","yfuchan"
"E507","0030070570","0070090977","zlim"
"E605","0030070570","0070090977","adwong"
"E605","0030070570","0070090977","aysuhendra"
"E605","0030070570","0070090977","brchong"
"E605","0030070570","0070090977","ckchia"
"E605","0030070570","0070090977","jnardo"
"E605","0030070570","0070090977","jnto"
"E605","0030070570","0070090977","jsteoh"
"E605","0030070570","0070090977","khwang"
"E605","0030070570","0070090977","mcting"
"E605","0030070570","0070090977","nfoo"
"E605","0030070570","0070090977","nimnordin"
"E605","0030070570","0070090977","pelng"
"E605","0030070570","0070090977","raclee"
"E605","0030070570","0070090977","sctan"
"E605","0030070570","0070090977","stcheah"
"E605","0030070570","0070090977","wkhoo"
"E605","0030070570","0070090977","wmteng"
"E605","0030070570","0070090977","yfuchan"
"E707","0030070570","0070090977","adwong"
"E707","0030070570","0070090977","aysuhendra"
"E707","0030070570","0070090977","bcgai"
"E707","0030070570","0070090977","chquay"
"E707","0030070570","0070090977","ckchia"
"E707","0030070570","0070090977","dmcheng"
"E707","0030070570","0070090977","jnardo"
"E707","0030070570","0070090977","jnto"
"E707","0030070570","0070090977","jsteoh"
"E707","0030070570","0070090977","khwang"
"E707","0030070570","0070090977","mcting"
"E707","0030070570","0070090977","nfoo"
"E707","0030070570","0070090977","nimnordin"
"E707","0030070570","0070090977","pelng"
"E707","0030070570","0070090977","pkkhor"
"E707","0030070570","0070090977","raclee"
"E707","0030070570","0070090977","sctan"
"E707","0030070570","0070090977","stcheah"
"E707","0030070570","0070090977","wkhoo"
"E707","0030070570","0070090977","wmteng"
"E707","0030070570","0070090977","yfuchan"
"E707","0030070570","0070090977","zlim"
"E803","0030070570","0070090977","adwong"
"E803","0030070570","0070090977","aysuhendra"
"E803","0030070570","0070090977","benedicts"
"E803","0030070570","0070090977","ckchia"
"E803","0030070570","0070090977","farrahannisaf"
"E803","0030070570","0070090977","ing"
"E803","0030070570","0070090977","jnardo"
"E803","0030070570","0070090977","jnto"
"E803","0030070570","0070090977","jsteoh"
"E803","0030070570","0070090977","khwang"
"E803","0030070570","0070090977","mcting"
"E803","0030070570","0070090977","mffong"
"E803","0030070570","0070090977","nchew"
"E803","0030070570","0070090977","nfoo"
"E803","0030070570","0070090977","nimnordin"
"E803","0030070570","0070090977","pelng"
"E803","0030070570","0070090977","raclee"
"E803","0030070570","0070090977","rhah"
"E803","0030070570","0070090977","sctan"
"E803","0030070570","0070090977","senhong"
"E803","0030070570","0070090977","stcheah"
"E803","0030070570","0070090977","wkhoo"
"E803","0030070570","0070090977","wmteng"
"E803","0030070570","0070090977","wsliew"
"E803","0030070570","0070090977","yfuchan"
"E903","0030070570","0070090977","adwong"
"E903","0030070570","0070090977","aysuhendra"
"E903","0030070570","0070090977","chquay"
"E903","0030070570","0070090977","ckchia"
"E903","0030070570","0070090977","jnardo"
"E903","0030070570","0070090977","jnto"
"E903","0030070570","0070090977","jsteoh"
"E903","0030070570","0070090977","khwang"
"E903","0030070570","0070090977","mcting"
"E903","0030070570","0070090977","nfoo"
"E903","0030070570","0070090977","nimnordin"
"E903","0030070570","0070090977","pelng"
"E903","0030070570","0070090977","ptyap"
"E903","0030070570","0070090977","raclee"
"E903","0030070570","0070090977","sctan"
"E903","0030070570","0070090977","stcheah"
"E903","0030070570","0070090977","wkhoo"
"E903","0030070570","0070090977","wmteng"
"E903","0030070570","0070090977","yfuchan"
"E903","0030070570","0070090977","zlim"
"E9V2","0030070570","0070090977","adwong"
"E9V2","0030070570","0070090977","aysuhendra"
"E9V2","0030070570","0070090977","chquay"
"E9V2","0030070570","0070090977","ckchia"
"E9V2","0030070570","0070090977","dmcheng"
"E9V2","0030070570","0070090977","jnardo"
"E9V2","0030070570","0070090977","jnto"
"E9V2","0030070570","0070090977","jsteoh"
"E9V2","0030070570","0070090977","khwang"
"E9V2","0030070570","0070090977","mcting"
"E9V2","0030070570","0070090977","nfoo"
"E9V2","0030070570","0070090977","nimnordin"
"E9V2","0030070570","0070090977","pelng"
"E9V2","0030070570","0070090977","ptyap"
"E9V2","0030070570","0070090977","raclee"
"E9V2","0030070570","0070090977","sctan"
"E9V2","0030070570","0070090977","stcheah"
"E9V2","0030070570","0070090977","wkhoo"
"E9V2","0030070570","0070090977","wmteng"
"E9V2","0030070570","0070090977","yfuchan"
"E9V2","0030070570","0070090977","zlim"
"GMM1","0030070570","0070090977","mybayer-alantham"
"GMM1","0030070570","0070090977","mybayer-alvintai"
"GMM1","0030070570","0070090977","mybayer-bryantang"
"GMM1","0030070570","0070090977","mybayer-carolinetang"
"GMM1","0030070570","0070090977","mybayer-chelseaee"
"GMM1","0030070570","0070090977","mybayer-chengyee"
"GMM1","0030070570","0070090977","mybayer-ellyzeng"
"GMM1","0030070570","0070090977","mybayer-ernestchong"
"GMM1","0030070570","0070090977","mybayer-esther"
"GMM1","0030070570","0070090977","mybayer-helenleong"
"GMM1","0030070570","0070090977","mybayer-janlim"
"GMM1","0030070570","0070090977","mybayer-jchew"
"GMM1","0030070570","0070090977","mybayer-jieziliew"
"GMM1","0030070570","0070090977","mybayer-joannewoon"
"GMM1","0030070570","0070090977","mybayer-joeltan"
"GMM1","0030070570","0070090977","mybayer-larrylim"
"GMM1","0030070570","0070090977","mybayer-mavisleaw"
"GMM1","0030070570","0070090977","mybayer-michelletoo"
"GMM1","0030070570","0070090977","mybayer-mooi"
"GMM1","0030070570","0070090977","mybayer-quek"
"GMM1","0030070570","0070090977","mybayer-racheleng"
"GMM1","0030070570","0070090977","mybayer-randolphchan"
"GMM1","0030070570","0070090977","mybayer-serenekwan"
"GMM1","0030070570","0070090977","mybayer-sereneteh"
"GMM1","0030070570","0070090977","mybayer-siewbinhui"
"GMM1","0030070570","0070090977","mybayer-stefanloo"
"GMM1","0030070570","0070090977","mybayer-sungliyun"
"GMM1","0030070570","0070090977","mybayer-yvonnetong"
"GMM1","0030070570","0070090977","mybayer-zoel"
"GMM2","0030070570","0070090977","mybayer-alantham"
"GMM2","0030070570","0070090977","mybayer-alvintai"
"GMM2","0030070570","0070090977","mybayer-bryantang"
"GMM2","0030070570","0070090977","mybayer-carolinetang"
"GMM2","0030070570","0070090977","mybayer-chelseaee"
"GMM2","0030070570","0070090977","mybayer-chengyee"
"GMM2","0030070570","0070090977","mybayer-ellyzeng"
"GMM2","0030070570","0070090977","mybayer-ernestchong"
"GMM2","0030070570","0070090977","mybayer-esther"
"GMM2","0030070570","0070090977","mybayer-helenleong"
"GMM2","0030070570","0070090977","mybayer-janlim"
"GMM2","0030070570","0070090977","mybayer-jchew"
"GMM2","0030070570","0070090977","mybayer-jieziliew"
"GMM2","0030070570","0070090977","mybayer-joannewoon"
"GMM2","0030070570","0070090977","mybayer-joeltan"
"GMM2","0030070570","0070090977","mybayer-larrylim"
"GMM2","0030070570","0070090977","mybayer-mavisleaw"
"GMM2","0030070570","0070090977","mybayer-michelletoo"
"GMM2","0030070570","0070090977","mybayer-mooi"
"GMM2","0030070570","0070090977","mybayer-quek"
"GMM2","0030070570","0070090977","mybayer-racheleng"
"GMM2","0030070570","0070090977","mybayer-randolphchan"
"GMM2","0030070570","0070090977","mybayer-serenekwan"
"GMM2","0030070570","0070090977","mybayer-sereneteh"
"GMM2","0030070570","0070090977","mybayer-siewbinhui"
"GMM2","0030070570","0070090977","mybayer-stefanloo"
"GMM2","0030070570","0070090977","mybayer-sungliyun"
"GMM2","0030070570","0070090977","mybayer-yvonnetong"
"GMM2","0030070570","0070090977","mybayer-zoel"
"GMM3","0030070570","0070090977","mybayer-alantham"
"GMM3","0030070570","0070090977","mybayer-alvintai"
"GMM3","0030070570","0070090977","mybayer-bryantang"
"GMM3","0030070570","0070090977","mybayer-carolinetang"
"GMM3","0030070570","0070090977","mybayer-chelseaee"
"GMM3","0030070570","0070090977","mybayer-chengyee"
"GMM3","0030070570","0070090977","mybayer-ellyzeng"
"GMM3","0030070570","0070090977","mybayer-ernestchong"
"GMM3","0030070570","0070090977","mybayer-esther"
"GMM3","0030070570","0070090977","mybayer-helenleong"
"GMM3","0030070570","0070090977","mybayer-janlim"
"GMM3","0030070570","0070090977","mybayer-jchew"
"GMM3","0030070570","0070090977","mybayer-jieziliew"
"GMM3","0030070570","0070090977","mybayer-joannewoon"
"GMM3","0030070570","0070090977","mybayer-joeltan"
"GMM3","0030070570","0070090977","mybayer-larrylim"
"GMM3","0030070570","0070090977","mybayer-mavisleaw"
"GMM3","0030070570","0070090977","mybayer-michelletoo"
"GMM3","0030070570","0070090977","mybayer-mooi"
"GMM3","0030070570","0070090977","mybayer-quek"
"GMM3","0030070570","0070090977","mybayer-racheleng"
"GMM3","0030070570","0070090977","mybayer-randolphchan"
"GMM3","0030070570","0070090977","mybayer-serenekwan"
"GMM3","0030070570","0070090977","mybayer-sereneteh"
"GMM3","0030070570","0070090977","mybayer-siewbinhui"
"GMM3","0030070570","0070090977","mybayer-stefanloo"
"GMM3","0030070570","0070090977","mybayer-sungliyun"
"GMM3","0030070570","0070090977","mybayer-yvonnetong"
"GMM3","0030070570","0070090977","mybayer-zoel"
"GMM4","0030070570","0070090977","mybayer-alantham"
"GMM4","0030070570","0070090977","mybayer-alvintai"
"GMM4","0030070570","0070090977","mybayer-bryantang"
"GMM4","0030070570","0070090977","mybayer-carolinetang"
"GMM4","0030070570","0070090977","mybayer-chelseaee"
"GMM4","0030070570","0070090977","mybayer-chengyee"
"GMM4","0030070570","0070090977","mybayer-ellyzeng"
"GMM4","0030070570","0070090977","mybayer-ernestchong"
"GMM4","0030070570","0070090977","mybayer-esther"
"GMM4","0030070570","0070090977","mybayer-helenleong"
"GMM4","0030070570","0070090977","mybayer-janlim"
"GMM4","0030070570","0070090977","mybayer-jchew"
"GMM4","0030070570","0070090977","mybayer-jieziliew"
"GMM4","0030070570","0070090977","mybayer-joannewoon"
"GMM4","0030070570","0070090977","mybayer-joeltan"
"GMM4","0030070570","0070090977","mybayer-larrylim"
"GMM4","0030070570","0070090977","mybayer-mavisleaw"
"GMM4","0030070570","0070090977","mybayer-michelletoo"
"GMM4","0030070570","0070090977","mybayer-mooi"
"GMM4","0030070570","0070090977","mybayer-quek"
"GMM4","0030070570","0070090977","mybayer-racheleng"
"GMM4","0030070570","0070090977","mybayer-randolphchan"
"GMM4","0030070570","0070090977","mybayer-serenekwan"
"GMM4","0030070570","0070090977","mybayer-sereneteh"
"GMM4","0030070570","0070090977","mybayer-siewbinhui"
"GMM4","0030070570","0070090977","mybayer-stefanloo"
"GMM4","0030070570","0070090977","mybayer-sungliyun"
"GMM4","0030070570","0070090977","mybayer-yvonnetong"
"GMM4","0030070570","0070090977","mybayer-zoel"
"HACA00","0030070570","0070090977","mymsd-adelinjj"
"HACA00","0030070570","0070090977","mymsd-amaralum"
"HACA00","0030070570","0070090977","mymsd-cheekitc"
"HACA00","0030070570","0070090977","mymsd-christinesim"
"HACA00","0030070570","0070090977","mymsd-jasontys"
"HACA00","0030070570","0070090977","mymsd-jinnywjn"
"HACA00","0030070570","0070090977","mymsd-mursyida"
"HACA00","0030070570","0070090977","mymsd-norlailamn"
"HACA00","0030070570","0070090977","mymsd-renakwek"
"HACA00","0030070570","0070090977","mymsd-sharonheow"
"HACA00","0030070570","0070090977","mymsd-teckshentan"
"HACB00","0030070570","0070090977","mymsd-alanwong"
"HACB00","0030070570","0070090977","mymsd-alanyeo"
"HACB00","0030070570","0070090977","mymsd-amaralum"
"HACB00","0030070570","0070090977","mymsd-andrewlee1"
"HACB00","0030070570","0070090977","mymsd-cynthiang"
"HACB00","0030070570","0070090977","mymsd-hashvinimv"
"HACB00","0030070570","0070090977","mymsd-mursyida"
"HACB00","0030070570","0070090977","mymsd-richielim"
"HACB00","0030070570","0070090977","mymsd-tingtinglee"
"HACB00","0030070570","0070090977","mymsd-weesingsoh"
"HACB00","0030070570","0070090977","mymsd-weihengy"
"LOR2","0030070570","0070090977","adwong"
"LOR2","0030070570","0070090977","aysuhendra"
"LOR2","0030070570","0070090977","ckchia"
"LOR2","0030070570","0070090977","jnardo"
"LOR2","0030070570","0070090977","jnto"
"LOR2","0030070570","0070090977","jsteoh"
"LOR2","0030070570","0070090977","khwang"
"LOR2","0030070570","0070090977","mcting"
"LOR2","0030070570","0070090977","namaninaka"
"LOR2","0030070570","0070090977","nfoo"
"LOR2","0030070570","0070090977","nimnordin"
"LOR2","0030070570","0070090977","palwong"
"LOR2","0030070570","0070090977","pelng"
"LOR2","0030070570","0070090977","raclee"
"LOR2","0030070570","0070090977","sctan"
"LOR2","0030070570","0070090977","shochew"
"LOR2","0030070570","0070090977","stcheah"
"LOR2","0030070570","0070090977","wkhoo"
"LOR2","0030070570","0070090977","wmteng"
"LOR2","0030070570","0070090977","yfuchan"
"MF","0030070570","0070090977","mymundi-mfandeas"
"MF_BET","0030070570","0070090977","mymundi-mfandeas"
"MYPCA00","0030070570","0070090977","mymsd-amaralum"
"MYPCA00","0030070570","0070090977","mymsd-amycheah"
"MYPCA00","0030070570","0070090977","mymsd-ceciliayll"
"MYPCA00","0030070570","0070090977","mymsd-desmondlim"
"MYPCA00","0030070570","0070090977","mymsd-elizatan"
"MYPCA00","0030070570","0070090977","mymsd-gabriellac"
"MYPCA00","0030070570","0070090977","mymsd-gracellt"
"MYPCA00","0030070570","0070090977","mymsd-irenegoh"
"MYPCA00","0030070570","0070090977","mymsd-leechenlau"
"MYPCA00","0030070570","0070090977","mymsd-melvinchan"
"MYPCA00","0030070570","0070090977","mymsd-michelleteh"
"MYPCA00","0030070570","0070090977","mymsd-mohdzaidio"
"MYPCA00","0030070570","0070090977","mymsd-mursyida"
"MYPCB00","0030070570","0070090977","mymsd-ailenglee"
"MYPCB00","0030070570","0070090977","mymsd-amaralum"
"MYPCB00","0030070570","0070090977","mymsd-ceciliachong"
"MYPCB00","0030070570","0070090977","mymsd-darylhlc"
"MYPCB00","0030070570","0070090977","mymsd-jamiezql"
"MYPCB00","0030070570","0070090977","mymsd-jingwenchia"
"MYPCB00","0030070570","0070090977","mymsd-mursyida"
"MYPCB00","0030070570","0070090977","mymsd-peifernlee"
"MYPCB00","0030070570","0070090977","mymsd-rebeccafln"
"MYPCB00","0030070570","0070090977","mymsd-shaoyanlau"
"MYPCB00","0030070570","0070090977","mymsd-wenfeihau"
"MYPCB00","0030070570","0070090977","mymsd-yoonchingk"
"MYPCC00","0030070570","0070090977","mymsd-amaralum"
"MYPCC00","0030070570","0070090977","mymsd-huienkuan"
"MYPCC00","0030070570","0070090977","mymsd-huikeowlin"
"MYPCC00","0030070570","0070090977","mymsd-janiceyeeml"
"MYPCC00","0030070570","0070090977","mymsd-kelvinloo"
"MYPCC00","0030070570","0070090977","mymsd-lyviertan"
"MYPCC00","0030070570","0070090977","mymsd-meitezchang"
"MYPCC00","0030070570","0070090977","mymsd-mursyida"
"MYPCC00","0030070570","0070090977","mymsd-puiyeechin"
"MYPCC00","0030070570","0070090977","mymsd-sabrinagan"
"MYPCC00","0030070570","0070090977","mymsd-tienmooiyang"
"MYPCC00","0030070570","0070090977","mymsd-waihongphoon"
"MYPCC00","0030070570","0070090977","mymsd-yunlingliew"
"MYPCD00","0030070570","0070090977","mymsd-amaralum"
"MYPCD00","0030070570","0070090977","mymsd-cchenglim"
"MYPCD00","0030070570","0070090977","mymsd-chongshiiong"
"MYPCD00","0030070570","0070090977","mymsd-clarissasyt"
"MYPCD00","0030070570","0070090977","mymsd-delvanwee"
"MYPCD00","0030070570","0070090977","mymsd-hauyuansong"
"MYPCD00","0030070570","0070090977","mymsd-hocksenggoh"
"MYPCD00","0030070570","0070090977","mymsd-leenagoh"
"MYPCD00","0030070570","0070090977","mymsd-lyrayiting"
"MYPCD00","0030070570","0070090977","mymsd-meizhikhoo"
"MYPCD00","0030070570","0070090977","mymsd-mursyida"
"MYPCD00","0030070570","0070090977","mymsd-xinjianang"
"MYPCD00","0030070570","0070090977","mymsd-yishangan"
"NETH","0030070570","0070090977","adwong"
"NETH","0030070570","0070090977","aysuhendra"
"NETH","0030070570","0070090977","ckchia"
"NETH","0030070570","0070090977","jnardo"
"NETH","0030070570","0070090977","jnto"
"NETH","0030070570","0070090977","jsteoh"
"NETH","0030070570","0070090977","khwang"
"NETH","0030070570","0070090977","mcting"
"NETH","0030070570","0070090977","nfoo"
"NETH","0030070570","0070090977","nimnordin"
"NETH","0030070570","0070090977","pelng"
"NETH","0030070570","0070090977","raclee"
"NETH","0030070570","0070090977","sctan"
"NETH","0030070570","0070090977","stcheah"
"NETH","0030070570","0070090977","wkhoo"
"NETH","0030070570","0070090977","wmteng"
"NETH","0030070570","0070090977","yfuchan"
"NTRD","0030070570","0070090977","adwong"
"NTRD","0030070570","0070090977","aysuhendra"
"NTRD","0030070570","0070090977","ckchia"
"NTRD","0030070570","0070090977","jnardo"
"NTRD","0030070570","0070090977","jnto"
"NTRD","0030070570","0070090977","jsteoh"
"NTRD","0030070570","0070090977","khwang"
"NTRD","0030070570","0070090977","mcting"
"NTRD","0030070570","0070090977","namaninaka"
"NTRD","0030070570","0070090977","nfoo"
"NTRD","0030070570","0070090977","nimnordin"
"NTRD","0030070570","0070090977","palwong"
"NTRD","0030070570","0070090977","pelng"
"NTRD","0030070570","0070090977","raclee"
"NTRD","0030070570","0070090977","sctan"
"NTRD","0030070570","0070090977","stcheah"
"NTRD","0030070570","0070090977","wkhoo"
"NTRD","0030070570","0070090977","wmteng"
"NTRD","0030070570","0070090977","yfuchan"
"ONCOA00","0030070570","0070090977","mymsd-amaralum"
"ONCOA00","0030070570","0070090977","mymsd-charlenelee"
"ONCOA00","0030070570","0070090977","mymsd-kathrynyeoh"
"ONCOA00","0030070570","0070090977","mymsd-lihuaphang"
"ONCOA00","0030070570","0070090977","mymsd-melvintham"
"ONCOA00","0030070570","0070090977","mymsd-mursyida"
"ONCOA00","0030070570","0070090977","mymsd-sinlonglee"
"ONCOA00","0030070570","0070090977","mymsd-szemunyeoh"
"RDSM","0030070570","0070090977","mybayer-garylee"
"RDSM","0030070570","0070090977","mybayer-jchew"
"RDSM","0030070570","0070090977","mybayer-joannewoon"
"RDSM","0030070570","0070090977","mybayer-lthuanlai"
"RDSM","0030070570","0070090977","mybayer-samku"
"RDSM","0030070570","0070090977","mybayer-sereneteh"
"RDSM","0030070570","0070090977","mybayer-williamwo"
"REP_HIV","0030070570","0070090977","mygsk-ccy23073"
"REP_HIV","0030070570","0070090977","mygsk-eeo33416"
"REP_HIV","0030070570","0070090977","mygsk-wl646013"
"REP_HIV","0030070570","0070090977","mygsk-yt271830"
"REP_RX","0030070570","0070090977","mygsk-aa786837"
"REP_RX","0030070570","0070090977","mygsk-aah31032"
"REP_RX","0030070570","0070090977","mygsk-af306831"
"REP_RX","0030070570","0070090977","mygsk-am477242"
"REP_RX","0030070570","0070090977","mygsk-am655489"
"REP_RX","0030070570","0070090977","mygsk-azs51669"
"REP_RX","0030070570","0070090977","mygsk-bo8888"
"REP_RX","0030070570","0070090977","mygsk-bzc13386"
"REP_RX","0030070570","0070090977","mygsk-cc228844"
"REP_RX","0030070570","0070090977","mygsk-ccb26383"
"REP_RX","0030070570","0070090977","mygsk-cck57434"
"REP_RX","0030070570","0070090977","mygsk-cct56400"
"REP_RX","0030070570","0070090977","mygsk-ch641137"
"REP_RX","0030070570","0070090977","mygsk-cl552353"
"REP_RX","0030070570","0070090977","mygsk-cl710194"
"REP_RX","0030070570","0070090977","mygsk-cl760941"
"REP_RX","0030070570","0070090977","mygsk-cpt85129"
"REP_RX","0030070570","0070090977","mygsk-cwn28669"
"REP_RX","0030070570","0070090977","mygsk-cyc55199"
"REP_RX","0030070570","0070090977","mygsk-dfc62023"
"REP_RX","0030070570","0070090977","mygsk-dxg4898"
"REP_RX","0030070570","0070090977","mygsk-ffc85292"
"REP_RX","0030070570","0070090977","mygsk-fk242236"
"REP_RX","0030070570","0070090977","mygsk-ft777542"
"REP_RX","0030070570","0070090977","mygsk-gl53966"
"REP_RX","0030070570","0070090977","mygsk-hc167790"
"REP_RX","0030070570","0070090977","mygsk-hhc81901"
"REP_RX","0030070570","0070090977","mygsk-hhh29121"
"REP_RX","0030070570","0070090977","mygsk-hht46481"
"REP_RX","0030070570","0070090977","mygsk-jhn77866"
"REP_RX","0030070570","0070090977","mygsk-jjl72727"
"REP_RX","0030070570","0070090977","mygsk-jkt10776"
"REP_RX","0030070570","0070090977","mygsk-jmo33937"
"REP_RX","0030070570","0070090977","mygsk-jo739626"
"REP_RX","0030070570","0070090977","mygsk-jyn44247"
"REP_RX","0030070570","0070090977","mygsk-jzl31711"
"REP_RX","0030070570","0070090977","mygsk-kc841696"
"REP_RX","0030070570","0070090977","mygsk-kkc44131"
"REP_RX","0030070570","0070090977","mygsk-kkh15989"
"REP_RX","0030070570","0070090977","mygsk-kkh40522"
"REP_RX","0030070570","0070090977","mygsk-kkl55689"
"REP_RX","0030070570","0070090977","mygsk-kkl65308"
"REP_RX","0030070570","0070090977","mygsk-kkt95520"
"REP_RX","0030070570","0070090977","mygsk-kl656200"
"REP_RX","0030070570","0070090977","mygsk-kls89169"
"REP_RX","0030070570","0070090977","mygsk-ks499862"
"REP_RX","0030070570","0070090977","mygsk-ks772464"
"REP_RX","0030070570","0070090977","mygsk-kt351694"
"REP_RX","0030070570","0070090977","mygsk-kxh33708"
"REP_RX","0030070570","0070090977","mygsk-lh529301"
"REP_RX","0030070570","0070090977","mygsk-lll30405"
"REP_RX","0030070570","0070090977","mygsk-llt91341"
"REP_RX","0030070570","0070090977","mygsk-ls704182"
"REP_RX","0030070570","0070090977","mygsk-lt725117"
"REP_RX","0030070570","0070090977","mygsk-ltk41827"
"REP_RX","0030070570","0070090977","mygsk-ly959369"
"REP_RX","0030070570","0070090977","mygsk-ma237897"
"REP_RX","0030070570","0070090977","mygsk-ml196644"
"REP_RX","0030070570","0070090977","mygsk-mmc74999"
"REP_RX","0030070570","0070090977","mygsk-mmt52296"
"REP_RX","0030070570","0070090977","mygsk-mmw24383"
"REP_RX","0030070570","0070090977","mygsk-mqc68327"
"REP_RX","0030070570","0070090977","mygsk-mqm32729"
"REP_RX","0030070570","0070090977","mygsk-myj42836"
"REP_RX","0030070570","0070090977","mygsk-myn90832"
"REP_RX","0030070570","0070090977","mygsk-nam87915"
"REP_RX","0030070570","0070090977","mygsk-nn51394"
"REP_RX","0030070570","0070090977","mygsk-nn8358"
"REP_RX","0030070570","0070090977","mygsk-npp26333"
"REP_RX","0030070570","0070090977","mygsk-nqh31373"
"REP_RX","0030070570","0070090977","mygsk-ns490350"
"REP_RX","0030070570","0070090977","mygsk-nz761923"
"REP_RX","0030070570","0070090977","mygsk-ok500033"
"REP_RX","0030070570","0070090977","mygsk-ph129512"
"REP_RX","0030070570","0070090977","mygsk-pl271510"
"REP_RX","0030070570","0070090977","mygsk-pl507247"
"REP_RX","0030070570","0070090977","mygsk-po438971"
